DistrictType,DistrictTTL,SchoolTTL,HighestAchievement,YearAfterGrad,DemographicGrouping,DemographicValue,MedianEarnings,MedianHours,NumRecords
School Dist,Bellevue School District,Newport Senior High School,HS Diploma,11,Gender,Male,47100,1983.5,74
School Dist,Bellevue School District,Newport Senior High School,HS Diploma,11,GPA,<3.0,37400,1794.5,82
School Dist,Bellevue School District,Newport Senior High School,HS Diploma,11,GPA,>=3.0,37200,1699,36
School Dist,Bellevue School District,Newport Senior High School,HS Diploma,12,All Students,All,35400,1544,67
School Dist,Bellevue School District,Newport Senior High School,HS Diploma,13,All Students,All,39400,1453,31
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,7,All Students,All,24300,1593,93
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,7,Gender,Female,22800,1354,41
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,7,Gender,Male,25100,1613.5,52
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,7,Race/Ethnicity,Other (Redacted),24300,1577,40
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,7,Race/Ethnicity,White,24300,1593,53
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,8,All Students,All,24500,1491.5,90
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,8,Gender,Female,24100,1355,35
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,8,Gender,Male,25900,1539,55
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,8,Race/Ethnicity,Other (Redacted),24100,1434,41
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,8,Race/Ethnicity,White,24800,1539,49
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,9,All Students,All,29400,1581.5,86
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,9,Gender,Female,29600,1665,36
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,9,Gender,Male,28400,1536.5,50
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,9,Race/Ethnicity,Other (Redacted),28300,1591,38
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,9,Race/Ethnicity,White,29700,1581.5,48
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,10,All Students,All,32900,1805,67
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,11,All Students,All,36300,1978,56
School Dist,Bellevue School District,Robinswood Middle and High School,HS Diploma,12,All Students,All,39400,1867,37
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,7,All Students,All,34400,1727,65
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,8,All Students,All,37400,1818,70
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,9,All Students,All,36200,1814,82
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,10,All Students,All,35900,1800,75
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,11,All Students,All,43200,1914.5,60
School Dist,Bellevue School District,Sammamish Sr. High,Associate/Certificate,12,All Students,All,39400,1512,37
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,All Students,All,44800,1934.5,430
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,FRPL,FRPL,39800,1964,71
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,FRPL,Not FRPL,45700,1933,359
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,Gender,Female,43200,1912,241
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,Gender,Male,47300,1957,189
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,GPA,<3.0,42700,1940,59
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,GPA,>=3.0,45600,1933,371
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,Race/Ethnicity,Asian,44900,1957,119
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,7,Race/Ethnicity,White,46100,1926.5,278
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,All Students,All,49400,1961,395
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,FRPL,FRPL,44400,1985.5,60
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,FRPL,Not FRPL,50000,1957,335
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,Gender,Female,47400,1928,225
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,Gender,Male,54700,1980,170
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,GPA,<3.0,44200,1902.5,64
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,GPA,>=3.0,50200,1964,331
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,Race/Ethnicity,Asian,49500,1969,106
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,8,Race/Ethnicity,White,50300,1955.5,260
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,All Students,All,51600,1960,382
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,FRPL,FRPL,52600,1971.5,56
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,FRPL,Not FRPL,51100,1959.5,326
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,Gender,Female,47800,1963,215
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,Gender,Male,58300,1959,167
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,GPA,<3.0,48800,1892,61
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,GPA,>=3.0,52100,1973,321
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,Race/Ethnicity,Asian,51200,1982,100
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,9,Race/Ethnicity,White,52300,1961,252
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,All Students,All,54600,1922.5,302
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,FRPL,FRPL,51200,1918,45
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,FRPL,Not FRPL,55200,1950,257
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,Gender,Female,51900,1910,174
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,Gender,Male,60200,1966,128
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,GPA,<3.0,51000,1850,56
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,GPA,>=3.0,55500,1940.5,246
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,Race/Ethnicity,Asian,57000,1921,85
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,10,Race/Ethnicity,White,55200,1931,191
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,All Students,All,60500,1920,237
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,FRPL,FRPL,52800,1899,36
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,FRPL,Not FRPL,61600,1936,201
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,Gender,Female,53700,1831,132
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,Gender,Male,67100,2038,105
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,GPA,<3.0,57700,1906,47
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,GPA,>=3.0,61400,1923,190
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,Race/Ethnicity,Asian,65500,1920,71
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,11,Race/Ethnicity,White,59300,1946.5,142
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,All Students,All,67100,1936,153
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,Gender,Female,65400,1816,79
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,Gender,Male,70200,2033,74
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,GPA,<3.0,64200,1948.5,32
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,GPA,>=3.0,70000,1931,121
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,Race/Ethnicity,Asian,80300,1994,49
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,12,Race/Ethnicity,White,65400,1923,93
School Dist,Bellevue School District,Sammamish Sr. High,Bachelor's or Higher,13,All Students,All,67400,1886,74
